"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count"
"GO:0070588","calcium ion transmembrane transport","113/4843","339/18860",0.000918528972571781,0.0125007608978641,0.00998542399455246,113
"GO:0050807","regulation of synapse organization","108/4843","322/18860",0.000924118009893258,0.012509898895252,0.00999272329250114,108
"GO:0061337","cardiac conduction","40/4843","99/18860",0.000925182194357173,0.012509898895252,0.00999272329250114,40
"GO:0072080","nephron tubule development","40/4843","99/18860",0.000925182194357173,0.012509898895252,0.00999272329250114,40
"GO:0050727","regulation of inflammatory response","148/4843","460/18860",0.000941626626514533,0.0127048719457036,0.0101484648983264,148
"GO:0050953","sensory perception of light stimulus","80/4843","228/18860",0.00095702461426895,0.0128793685950938,0.0102878502560679,80
"GO:0098869","cellular oxidant detoxification","37/4843","90/18860",0.000967122842035074,0.0128793685950938,0.0102878502560679,37
"GO:0031128","developmental induction","18/4843","35/18860",0.000968438804434123,0.0128793685950938,0.0102878502560679,18
"GO:0048265","response to pain","18/4843","35/18860",0.000968438804434123,0.0128793685950938,0.0102878502560679,18
"GO:0110110","positive regulation of animal organ morphogenesis","18/4843","35/18860",0.000968438804434123,0.0128793685950938,0.0102878502560679,18
"GO:0048511","rhythmic process","102/4843","302/18860",0.000969485285470515,0.0128793685950938,0.0102878502560679,102
"GO:0006720","isoprenoid metabolic process","47/4843","121/18860",0.000970982044226865,0.0128793685950938,0.0102878502560679,47
"GO:0022037","metencephalon development","47/4843","121/18860",0.000970982044226865,0.0128793685950938,0.0102878502560679,47
"GO:0003208","cardiac ventricle morphogenesis","31/4843","72/18860",0.000981739871862355,0.0129945906246085,0.0103798879190244,31
"GO:0003151","outflow tract morphogenesis","35/4843","84/18860",0.000984508061027974,0.0130037969997674,0.0103872418361312,35
"GO:0009880","embryonic pattern specification","33/4843","78/18860",0.000990393898529367,0.0130266903970089,0.0104055287452241,33
"GO:0072088","nephron epithelium morphogenesis","33/4843","78/18860",0.000990393898529367,0.0130266903970089,0.0104055287452241,33
"GO:0033189","response to vitamin A","10/4843","15/18860",0.0009941143927129,0.0130482713386626,0.0104227672840919,10
"GO:0009581","detection of external stimulus","57/4843","153/18860",0.00100528717274413,0.0131673731143981,0.0105179040312819,57
"GO:0032956","regulation of actin cytoskeleton organization","118/4843","357/18860",0.001017586146684,0.0133006989256155,0.0106244027288652,118
"GO:0098754","detoxification","61/4843","166/18860",0.00102038453250735,0.0133095479354493,0.010631471187805,61
"GO:0021987","cerebral cortex development","51/4843","134/18860",0.00104195065165111,0.0135626522582139,0.010833647199194,51
"GO:0050679","positive regulation of epithelial cell proliferation","78/4843","222/18860",0.00105145902770092,0.0136148778993625,0.0108753642734199,78
"GO:0060294","cilium movement involved in cell motility","78/4843","222/18860",0.00105145902770092,0.0136148778993625,0.0108753642734199,78
"GO:0002673","regulation of acute inflammatory response","23/4843","49/18860",0.00105247302856086,0.0136148778993625,0.0108753642734199,23
"GO:0035150","regulation of tube size","60/4843","163/18860",0.00106356609334545,0.0137300692791139,0.0109673774537962,60
"GO:0010092","specification of animal organ identity","19/4843","38/18860",0.00109783559267483,0.0141433686004967,0.011297514874581,19
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","16/4843","30/18860",0.00111068628182856,0.0142796019102303,0.0114063360392273,16
"GO:2000241","regulation of reproductive process","73/4843","206/18860",0.0011438468233455,0.0146758588336803,0.0117228602431341,73
"GO:0060688","regulation of morphogenesis of a branching structure","25/4843","55/18860",0.00116099313136883,0.014865450828996,0.0118743035412395,25
"GO:0046879","hormone secretion","110/4843","331/18860",0.00119745275462938,0.0153010561762622,0.0122222586875131,110
"GO:0071320","cellular response to cAMP","26/4843","58/18860",0.00120161067721866,0.0153229784326623,0.0122397698635816,26
"GO:0009309","amine biosynthetic process","20/4843","41/18860",0.00121425910532611,0.0153306346498232,0.012245885537273,20
"GO:0042755","eating behavior","20/4843","41/18860",0.00121425910532611,0.0153306346498232,0.012245885537273,20
"GO:0032306","regulation of prostaglandin secretion","9/4843","13/18860",0.00121518178510062,0.0153306346498232,0.012245885537273,9
"GO:0061303","cornea development in camera-type eye","9/4843","13/18860",0.00121518178510062,0.0153306346498232,0.012245885537273,9
"GO:0010927","cellular component assembly involved in morphogenesis","52/4843","138/18860",0.00121687217972776,0.0153306346498232,0.012245885537273,52
"GO:0032989","cellular anatomical entity morphogenesis","52/4843","138/18860",0.00121687217972776,0.0153306346498232,0.012245885537273,52
"GO:0048864","stem cell development","36/4843","88/18860",0.00124995820985831,0.0157159074321664,0.012553635770774,36
"GO:0030856","regulation of epithelial cell differentiation","64/4843","177/18860",0.00125536342130074,0.0157523002104817,0.0125827057869744,64
"GO:0045055","regulated exocytosis","80/4843","230/18860",0.00127544086874283,0.0159399836655632,0.0127326245712038,80
"GO:0001756","somitogenesis","29/4843","67/18860",0.00127569210124018,0.0159399836655632,0.0127326245712038,29
"GO:0071277","cellular response to calcium ion","34/4843","82/18860",0.00127794258587476,0.0159399836655632,0.0127326245712038,34
"GO:0006801","superoxide metabolic process","32/4843","76/18860",0.00129155259615183,0.0160459425510031,0.0128172629708783,32
"GO:0007405","neuroblast proliferation","32/4843","76/18860",0.00129155259615183,0.0160459425510031,0.0128172629708783,32
"GO:0033198","response to ATP","17/4843","33/18860",0.00130183758309589,0.01614175690977,0.012893798071811,17
"GO:0007605","sensory perception of sound","63/4843","174/18860",0.00131178596744851,0.0162330279285443,0.0129667040195627,63
"GO:1901605","alpha-amino acid metabolic process","73/4843","207/18860",0.00132947408924592,0.0164195284171829,0.0131156778675918,73
"GO:0044706","multi-multicellular organism process","79/4843","227/18860",0.00133796478275835,0.0164919274008367,0.0131735091111829,79
"GO:0050803","regulation of synapse structure or activity","109/4843","329/18860",0.0014129258488923,0.0173817583842162,0.0138842930166692,109
"GO:0061326","renal tubule development","41/4843","104/18860",0.00142011946776126,0.0174360656374445,0.0139276728520164,41
"GO:0019227","neuronal action potential propagation","8/4843","11/18860",0.00143389060167141,0.0175023922857713,0.0139806536034356,8
"GO:0060920","cardiac pacemaker cell differentiation","8/4843","11/18860",0.00143389060167141,0.0175023922857713,0.0139806536034356,8
"GO:0097646","calcitonin family receptor signaling pathway","8/4843","11/18860",0.00143389060167141,0.0175023922857713,0.0139806536034356,8
"GO:0006869","lipid transport","147/4843","461/18860",0.00146443617650281,0.0178405292648129,0.0142507524503421,147
"GO:0035137","hindlimb morphogenesis","18/4843","36/18860",0.00147567609262048,0.0179426197773273,0.014332300850604,18
"GO:0015732","prostaglandin transport","15/4843","28/18860",0.00149152621422847,0.0180653194364275,0.0144303115341226,15
"GO:0051882","mitochondrial depolarization","15/4843","28/18860",0.00149152621422847,0.0180653194364275,0.0144303115341226,15
"GO:0085029","extracellular matrix assembly","24/4843","53/18860",0.00154199216973343,0.0186405758630203,0.0148898179091387,24
"GO:0007612","learning","59/4843","162/18860",0.00156140781397324,0.018838985817054,0.0150483048630093,59
"GO:0010002","cardioblast differentiation","11/4843","18/18860",0.00157158306061599,0.0189253591598939,0.0151172986192398,11
"GO:0051384","response to glucocorticoid","50/4843","133/18860",0.00158221317142848,0.0190168686542955,0.0151903950578161,50
"GO:0097553","calcium ion transmembrane import into cytosol","69/4843","195/18860",0.00160264957199344,0.0192020690963782,0.0153383304477722,69
"GO:0050769","positive regulation of neurogenesis","81/4843","235/18860",0.00160489393489675,0.0192020690963782,0.0153383304477722,81
"GO:0014059","regulation of dopamine secretion","13/4843","23/18860",0.00161389105322694,0.0192020690963782,0.0153383304477722,13
"GO:0006576","biogenic amine metabolic process","35/4843","86/18860",0.00161391127665926,0.0192020690963782,0.0153383304477722,35
"GO:0001539","cilium or flagellum-dependent cell motility","78/4843","225/18860",0.00161598541327505,0.0192020690963782,0.0153383304477722,78
"GO:0060285","cilium-dependent cell motility","78/4843","225/18860",0.00161598541327505,0.0192020690963782,0.0153383304477722,78
"GO:0001755","neural crest cell migration","26/4843","59/18860",0.00162951555599926,0.0192228378790063,0.0153549202459522,26
"GO:0019228","neuronal action potential","19/4843","39/18860",0.00162998880325651,0.0192228378790063,0.0153549202459522,19
"GO:0023019","signal transduction involved in regulation of gene expression","19/4843","39/18860",0.00162998880325651,0.0192228378790063,0.0153549202459522,19
"GO:0035633","maintenance of blood-brain barrier","19/4843","39/18860",0.00162998880325651,0.0192228378790063,0.0153549202459522,19
"GO:0030593","neutrophil chemotaxis","34/4843","83/18860",0.00163755965717404,0.0192758898482362,0.0153972973788992,34
"GO:0055008","cardiac muscle tissue morphogenesis","27/4843","62/18860",0.00165719299704437,0.0194364839356237,0.0155255775745355,27
"GO:0006022","aminoglycan metabolic process","33/4843","80/18860",0.00165739861421082,0.0194364839356237,0.0155255775745355,33
"GO:1903409","reactive oxygen species biosynthetic process","28/4843","65/18860",0.00167545159211075,0.019611535986759,0.0156654065790245,28
"GO:0035825","homologous recombination","29/4843","68/18860",0.00168524996823532,0.0196528964697182,0.0156984447246495,29
"GO:0050881","musculoskeletal movement","29/4843","68/18860",0.00168524996823532,0.0196528964697182,0.0156984447246495,29
"GO:0051592","response to calcium ion","53/4843","143/18860",0.00168892619094497,0.0196592262003502,0.0157035008204062,53
"GO:0021761","limbic system development","48/4843","127/18860",0.00170456135370097,0.0198044776539257,0.0158195255457511,48
"GO:0003171","atrioventricular valve development","16/4843","31/18860",0.0017522100297214,0.0202829625949669,0.0162017322810324,16
"GO:0099625","ventricular cardiac muscle cell membrane repolarization","16/4843","31/18860",0.0017522100297214,0.0202829625949669,0.0162017322810324,16
"GO:0034728","nucleosome organization","52/4843","140/18860",0.0017583609655673,0.0202965548941968,0.0162125896097967,52
"GO:0070167","regulation of biomineral tissue development","41/4843","105/18860",0.00175985429748854,0.0202965548941968,0.0162125896097967,41
"GO:0007292","female gamete generation","63/4843","176/18860",0.00181061369199661,0.0208436519331866,0.0166496026800499,63
"GO:0010001","glial cell differentiation","89/4843","263/18860",0.00183638809833312,0.0211016463900036,0.0168556848586157,89
"GO:0072089","stem cell proliferation","49/4843","131/18860",0.00197976490574234,0.0227075777305804,0.0181384791999217,49
"GO:0015837","amine transport","36/4843","90/18860",0.00200028529909053,0.0229010765811934,0.0182930432365924,36
"GO:0002027","regulation of heart rate","43/4843","112/18860",0.00203183207942777,0.0231607032010793,0.0185004291630184,43
"GO:0001977","renal system process involved in regulation of blood volume","10/4843","16/18860",0.00204141996655991,0.0231607032010793,0.0185004291630184,10
"GO:0043252","sodium-independent organic anion transport","10/4843","16/18860",0.00204141996655991,0.0231607032010793,0.0185004291630184,10
"GO:0060413","atrial septum morphogenesis","10/4843","16/18860",0.00204141996655991,0.0231607032010793,0.0185004291630184,10
"GO:0072498","embryonic skeletal joint development","10/4843","16/18860",0.00204141996655991,0.0231607032010793,0.0185004291630184,10
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","24/4843","54/18860",0.00210774103295495,0.0238269680013682,0.0190326316887596,24
"GO:2000179","positive regulation of neural precursor cell proliferation","24/4843","54/18860",0.00210774103295495,0.0238269680013682,0.0190326316887596,24
"GO:0061333","renal tubule morphogenesis","33/4843","81/18860",0.00211687463515731,0.0238871788866493,0.0190807272585838,33
"GO:0035265","organ growth","66/4843","187/18860",0.0021444730376284,0.0240765699253916,0.0192320100355333,66
"GO:0007140","male meiotic nuclear division","25/4843","57/18860",0.00215171312535667,0.0240765699253916,0.0192320100355333,25
"GO:0051480","regulation of cytosolic calcium ion concentration","25/4843","57/18860",0.00215171312535667,0.0240765699253916,0.0192320100355333,25
"GO:0002524","hypersensitivity","12/4843","21/18860",0.00215284598790958,0.0240765699253916,0.0192320100355333,12
"GO:0021516","dorsal spinal cord development","12/4843","21/18860",0.00215284598790958,0.0240765699253916,0.0192320100355333,12
"GO:0019748","secondary metabolic process","26/4843","60/18860",0.00218181015808112,0.0243570763911049,0.0194560744757899,26
"GO:0006270","DNA replication initiation","18/4843","37/18860",0.002190411292655,0.0243663837768041,0.019463509078631,18
"GO:0048048","embryonic eye morphogenesis","18/4843","37/18860",0.002190411292655,0.0243663837768041,0.019463509078631,18
"GO:0048645","animal organ formation","29/4843","69/18860",0.00220313841918563,0.0244549380720804,0.019534244947599,29
"GO:0070192","chromosome organization involved in meiotic cell cycle","28/4843","66/18860",0.00220616750857467,0.0244549380720804,0.019534244947599,28
"GO:0010876","lipid localization","152/4843","483/18860",0.00221827020797888,0.024545727133791,0.019606765915135,152
"GO:0007601","visual perception","77/4843","224/18860",0.0022342573658788,0.0246791033688796,0.0197133048905652,77
"GO:0007059","chromosome segregation","138/4843","434/18860",0.00225396432989329,0.0248530267236389,0.0198522323089852,138
"GO:0048167","regulation of synaptic plasticity","79/4843","231/18860",0.00231685836159709,0.0255017006327371,0.0203703834894991,79
"GO:0050806","positive regulation of synaptic transmission","64/4843","181/18860",0.00235577075814887,0.0258845984879615,0.0206762366661384,64
"GO:0045124","regulation of bone resorption","19/4843","40/18860",0.00236496668017706,0.0259402114535504,0.0207206594853202,19
"GO:0007626","locomotory behavior","75/4843","218/18860",0.00246358923684116,0.0269747973332311,0.0215470714735019,75
"GO:0007143","female meiotic nuclear division","20/4843","43/18860",0.00251052134644791,0.0273930624828073,0.0218811755248303,20
"GO:0052652","cyclic purine nucleotide metabolic process","20/4843","43/18860",0.00251052134644791,0.0273930624828073,0.0218811755248303,20
"GO:0070509","calcium ion import","35/4843","88/18860",0.00256595859703166,0.0279017597041966,0.0222875153854135,35
"GO:0014013","regulation of gliogenesis","42/4843","110/18860",0.00256603687429414,0.0279017597041966,0.0222875153854135,42
"GO:0061053","somite development","34/4843","85/18860",0.00262571826623128,0.0284687079999208,0.0227403853476541,34
"GO:0010524","positive regulation of calcium ion transport into cytosol","9/4843","14/18860",0.00262725245966754,0.0284687079999208,0.0227403853476541,9
"GO:0090257","regulation of muscle system process","89/4843","266/18860",0.00266487363430922,0.0288265813476829,0.0230262493156919,89
"GO:0099560","synaptic membrane adhesion","16/4843","32/18860",0.00267651921056564,0.0289027220776056,0.023087069411184,16
"GO:0031016","pancreas development","33/4843","82/18860",0.00268186968875577,0.028910739565728,0.0230934736628074,33
"GO:0009713","catechol-containing compound biosynthetic process","13/4843","24/18860",0.00269868720370897,0.028941397020027,0.0231179623865156,13
"GO:0042423","catecholamine biosynthetic process","13/4843","24/18860",0.00269868720370897,0.028941397020027,0.0231179623865156,13
"GO:0090231","regulation of spindle checkpoint","13/4843","24/18860",0.00269868720370897,0.028941397020027,0.0231179623865156,13
"GO:0035051","cardiocyte differentiation","61/4843","172/18860",0.00271128617169497,0.028941397020027,0.0231179623865156,61
"GO:0007093","mitotic cell cycle checkpoint signaling","50/4843","136/18860",0.00272156912273594,0.028941397020027,0.0231179623865156,50
"GO:0019098","reproductive behavior","22/4843","49/18860",0.0027216168699101,0.028941397020027,0.0231179623865156,22
"GO:0035094","response to nicotine","22/4843","49/18860",0.0027216168699101,0.028941397020027,0.0231179623865156,22
"GO:0042743","hydrogen peroxide metabolic process","22/4843","49/18860",0.0027216168699101,0.028941397020027,0.0231179623865156,22
"GO:0071772","response to BMP","67/4843","192/18860",0.00274492056200788,0.029061465692332,0.0232138714764681,67
"GO:0071773","cellular response to BMP stimulus","67/4843","192/18860",0.00274492056200788,0.029061465692332,0.0232138714764681,67
"GO:0051310","metaphase chromosome alignment","40/4843","104/18860",0.00274680413700237,0.029061465692332,0.0232138714764681,40
"GO:0016053","organic acid biosynthetic process","111/4843","342/18860",0.00277580087962313,0.0292624512124969,0.0233744157546932,111
"GO:0045926","negative regulation of growth","78/4843","229/18860",0.00277693952908716,0.0292624512124969,0.0233744157546932,78
"GO:0045665","negative regulation of neuron differentiation","31/4843","76/18860",0.00277979294272364,0.0292624512124969,0.0233744157546932,31
"GO:0140353","lipid export from cell","23/4843","52/18860",0.00279150742111609,0.0293365453267711,0.0234336010436987,23
"GO:0010543","regulation of platelet activation","24/4843","55/18860",0.00284070715031196,0.0297539176311473,0.0237669919034096,24
"GO:0042551","neuron maturation","24/4843","55/18860",0.00284070715031196,0.0297539176311473,0.0237669919034096,24
"GO:0050879","multicellular organismal movement","29/4843","70/18860",0.00285142276216556,0.0298163773497112,0.0238168838081934,29
"GO:0006957","complement activation, alternative pathway","11/4843","19/18860",0.00286995977289772,0.029905038004863,0.0238877046358661,11
"GO:0046068","cGMP metabolic process","11/4843","19/18860",0.00286995977289772,0.029905038004863,0.0238877046358661,11
"GO:0017156","calcium-ion regulated exocytosis","28/4843","67/18860",0.00287420113435327,0.029905038004863,0.0238877046358661,28
"GO:0046394","carboxylic acid biosynthetic process","110/4843","339/18860",0.00291552418891995,0.0302847661610659,0.0241910259035342,110
"GO:0021954","central nervous system neuron development","38/4843","98/18860",0.00292974977705889,0.0303822315723429,0.024268879840935,38
"GO:0098810","neurotransmitter reuptake","17/4843","35/18860",0.00294704260677727,0.0305111308827073,0.024371842714724,17
"GO:0042303","molting cycle","47/4843","127/18860",0.00308449313429738,0.0318291281654305,0.0254246395643868,47
"GO:0042633","hair cycle","47/4843","127/18860",0.00308449313429738,0.0318291281654305,0.0254246395643868,47
"GO:0001503","ossification","143/4843","455/18860",0.00309798651470587,0.0319158742089731,0.0254939310284585,143
"GO:0001656","metanephros development","36/4843","92/18860",0.00311145975542758,0.0320021286976273,0.0255628298457131,36
"GO:0048730","epidermis morphogenesis","18/4843","38/18860",0.00317372942263714,0.0325359124144206,0.0259892084299543,18
"GO:0086005","ventricular cardiac muscle cell action potential","18/4843","38/18860",0.00317372942263714,0.0325359124144206,0.0259892084299543,18
"GO:0035313","wound healing, spreading of epidermal cells","14/4843","27/18860",0.00318828693058095,0.0325601913911917,0.026008602119602,14
"GO:0090280","positive regulation of calcium ion import","14/4843","27/18860",0.00318828693058095,0.0325601913911917,0.026008602119602,14
"GO:0007162","negative regulation of cell adhesion","106/4843","326/18860",0.00319166683225739,0.0325601913911917,0.026008602119602,106
"GO:0001794","type IIa hypersensitivity","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0002357","defense response to tumor cell","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0002445","type II hypersensitivity","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0003207","cardiac chamber formation","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0007320","insemination","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0033605","positive regulation of catecholamine secretion","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0048484","enteric nervous system development","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0060272","embryonic skeletal joint morphogenesis","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0060379","cardiac muscle cell myoblast differentiation","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0061140","lung secretory cell differentiation","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0086015","SA node cell action potential","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0086018","SA node cell to atrial cardiac muscle cell signaling","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0090232","positive regulation of spindle checkpoint","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0098870","action potential propagation","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:1990918","double-strand break repair involved in meiotic recombination","8/4843","12/18860",0.00333222068443741,0.0331846866256513,0.0265074397303367,8
"GO:0071621","granulocyte chemotaxis","45/4843","121/18860",0.00334707427894339,0.0332797845104451,0.0265834025223947,45
"GO:0003203","endocardial cushion morphogenesis","19/4843","41/18860",0.00335875958573012,0.033343129178593,0.0266340013118939,19
"GO:0030500","regulation of bone mineralization","33/4843","83/18860",0.00337111430959972,0.0334129086547056,0.0266897401313782,33
"GO:0051145","smooth muscle cell differentiation","32/4843","80/18860",0.00345098823661268,0.0341506312247759,0.0272790220729088,32
"GO:0045765","regulation of angiogenesis","117/4843","365/18860",0.0034596457740934,0.0341823899002551,0.0273043904359033,117
"GO:0009187","cyclic nucleotide metabolic process","20/4843","44/18860",0.00350525427882575,0.0345242784071472,0.0275774859480945,20
"GO:0032309","icosanoid secretion","20/4843","44/18860",0.00350525427882575,0.0345242784071472,0.0275774859480945,20
"GO:0060411","cardiac septum morphogenesis","31/4843","77/18860",0.00352580772610929,0.0346192684455562,0.0276533625940461,31
"GO:0007613","memory","48/4843","131/18860",0.00352593441770966,0.0346192684455562,0.0276533625940461,48
"GO:0001942","hair follicle development","38/4843","99/18860",0.00359613186392144,0.0351554174388359,0.0280816305263657,38
"GO:0060512","prostate gland morphogenesis","15/4843","30/18860",0.0036127351991488,0.0351554174388359,0.0280816305263657,15
"GO:0071467","cellular response to pH","15/4843","30/18860",0.0036127351991488,0.0351554174388359,0.0280816305263657,15
"GO:0001504","neurotransmitter uptake","21/4843","47/18860",0.00361676888272825,0.0351554174388359,0.0280816305263657,21
"GO:0095500","acetylcholine receptor signaling pathway","21/4843","47/18860",0.00361676888272825,0.0351554174388359,0.0280816305263657,21
"GO:1902692","regulation of neuroblast proliferation","21/4843","47/18860",0.00361676888272825,0.0351554174388359,0.0280816305263657,21
"GO:0046883","regulation of hormone secretion","90/4843","272/18860",0.00361976405251641,0.0351554174388359,0.0280816305263657,90
"GO:0007530","sex determination","12/4843","22/18860",0.0036368528664525,0.0351581123021926,0.0280837831435899,12
"GO:0044241","lipid digestion","12/4843","22/18860",0.0036368528664525,0.0351581123021926,0.0280837831435899,12
"GO:0051900","regulation of mitochondrial depolarization","12/4843","22/18860",0.0036368528664525,0.0351581123021926,0.0280837831435899,12
"GO:0002274","myeloid leukocyte activation","85/4843","255/18860",0.00366839773909801,0.0354085037155399,0.0282837921228269,85
"GO:0030219","megakaryocyte differentiation","28/4843","68/18860",0.00370646695063585,0.0357210040680327,0.0285334128094062,28
"GO:0098900","regulation of action potential","27/4843","65/18860",0.00374663216726425,0.0360527150573864,0.0287983786702375,27
"GO:0051961","negative regulation of nervous system development","54/4843","151/18860",0.00375435429566579,0.0360716980873004,0.0288135420354071,54
"GO:0071168","protein localization to chromatin","26/4843","62/18860",0.0037734905936099,0.0361969872531528,0.0289136211788434,26
"GO:0031297","replication fork processing","25/4843","59/18860",0.00378470252439723,0.0361969872531528,0.0289136211788434,25
"GO:0086065","cell communication involved in cardiac conduction","25/4843","59/18860",0.00378470252439723,0.0361969872531528,0.0289136211788434,25
"GO:0007620","copulation","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0015671","oxygen transport","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0021535","cell migration in hindbrain","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0032310","prostaglandin secretion","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0044771","meiotic cell cycle phase transition","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0051917","regulation of fibrinolysis","10/4843","17/18860",0.00382130272062127,0.0362157904368246,0.0289286408854792,10
"GO:0010644","cell communication by electrical coupling","16/4843","33/18860",0.00397033721289012,0.037458489734846,0.0299212908121406,16
"GO:0048710","regulation of astrocyte differentiation","16/4843","33/18860",0.00397033721289012,0.037458489734846,0.0299212908121406,16
"GO:0061036","positive regulation of cartilage development","16/4843","33/18860",0.00397033721289012,0.037458489734846,0.0299212908121406,16
"GO:0032412","regulation of monoatomic ion transmembrane transporter activity","34/4843","87/18860",0.00408579363462007,0.0384498365456796,0.0307131640679128,34
"GO:0001788","antibody-dependent cellular cytotoxicity","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0014848","urinary tract smooth muscle contraction","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0048845","venous blood vessel morphogenesis","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0048865","stem cell fate commitment","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0060371","regulation of atrial cardiac muscle cell membrane depolarization","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0099538","synaptic signaling via neuropeptide","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:1903596","regulation of gap junction assembly","7/4843","10/18860",0.00412444054753624,0.0384498365456796,0.0307131640679128,7
"GO:0015908","fatty acid transport","44/4843","119/18860",0.00417698655639166,0.0388819193691414,0.0310583054739664,44
"GO:0060048","cardiac muscle contraction","55/4843","155/18860",0.00419091785605336,0.0389538053761167,0.0311157269593295,55
"GO:0034109","homotypic cell-cell adhesion","39/4843","103/18860",0.0042288408363812,0.0392481470524492,0.0313508427623963,39
"GO:0007617","mating behavior","17/4843","36/18860",0.00426352843523335,0.0395116357498583,0.03156131365956,17
"GO:0007498","mesoderm development","51/4843","142/18860",0.00431023423087734,0.0396673581216193,0.0316857024003875,51
"GO:0042744","hydrogen peroxide catabolic process","13/4843","25/18860",0.00431194425230226,0.0396673581216193,0.0316857024003875,13
"GO:0048714","positive regulation of oligodendrocyte differentiation","13/4843","25/18860",0.00431194425230226,0.0396673581216193,0.0316857024003875,13
"GO:0050927","positive regulation of positive chemotaxis","13/4843","25/18860",0.00431194425230226,0.0396673581216193,0.0316857024003875,13
"GO:0072677","eosinophil migration","13/4843","25/18860",0.00431194425230226,0.0396673581216193,0.0316857024003875,13
"GO:0022612","gland morphogenesis","47/4843","129/18860",0.00437200288891338,0.0401609752928881,0.0320799965386709,47
"GO:0060349","bone morphogenesis","38/4843","100/18860",0.00438766991387505,0.0402459664322398,0.032147886211079,38
"GO:0006958","complement activation, classical pathway","18/4843","39/18860",0.00449693566782055,0.0411279509911168,0.0328524025080461,18
"GO:0050433","regulation of catecholamine secretion","18/4843","39/18860",0.00449693566782055,0.0411279509911168,0.0328524025080461,18
"GO:0015844","monoamine transport","30/4843","75/18860",0.00454202822051114,0.0414798909104613,0.0331335269407087,30
"GO:1901342","regulation of vasculature development","119/4843","375/18860",0.00463764805191736,0.0422703632029888,0.0337649445849085,119
"GO:0050918","positive chemotaxis","29/4843","72/18860",0.0046420593316639,0.0422703632029888,0.0337649445849085,29
"GO:0010721","negative regulation of cell development","94/4843","288/18860",0.00465438774197505,0.0423212010045673,0.0338055530732924,94
"GO:0032411","positive regulation of transporter activity","19/4843","42/18860",0.00467619178362871,0.042335392857845,0.0338168893170142,19
"GO:0032892","positive regulation of organic acid transport","19/4843","42/18860",0.00467619178362871,0.042335392857845,0.0338168893170142,19
"GO:0071398","cellular response to fatty acid","19/4843","42/18860",0.00467619178362871,0.042335392857845,0.0338168893170142,19
"GO:0010812","negative regulation of cell-substrate adhesion","28/4843","69/18860",0.00473313033796769,0.0427891350726358,0.0341793319263828,28
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","27/4843","66/18860",0.00481310770020319,0.043449550663417,0.0347068621895757,27
"GO:0060326","cell chemotaxis","106/4843","330/18860",0.00483892031239488,0.0435542546396124,0.0347904981861978,106
"GO:0006940","regulation of smooth muscle contraction","26/4843","63/18860",0.00487954108508994,0.0435542546396124,0.0347904981861978,26
"GO:0051785","positive regulation of nuclear division","26/4843","63/18860",0.00487954108508994,0.0435542546396124,0.0347904981861978,26
"GO:0002675","positive regulation of acute inflammatory response","14/4843","28/18860",0.00488504764693344,0.0435542546396124,0.0347904981861978,14
